"자형","코드",,,,,,,,
,,"대표음1","대표음2","대표음3","대표음4","대표음5","대표음6",,
"涯","U+6DAF","애",,,,,,,
"涰","U+6DB0","철",,,,,,,
"涱","U+6DB1","창",,,,,,,
"液","U+6DB2","액",,,,,,,
"涳","U+6DB3","공",,,,,,,
"涴","U+6DB4","완","와",,,,,,
"涵","U+6DB5","함",,,,,,,
"涶","U+6DB6","타",,,,,,,
"涷","U+6DB7","동",,,,,,,
"涸","U+6DB8","학",,,,,,,
"涹","U+6DB9","와",,,,,,,
"涺","U+6DBA","거",,,,,,,
"涻","U+6DBB","사",,,,,,,
"涼","U+6DBC","량",,,,,,,
"涽","U+6DBD","혼",,,,,,,
"涾","U+6DBE","답",,,,,,,
"涿","U+6DBF","탁",,,,,,,
"淀","U+6DC0","정",,,,,,,
"淁","U+6DC1","첩",,,,,,,
"淂","U+6DC2","득",,,,,,,
"淃","U+6DC3","권",,,,,,,
"淄","U+6DC4","치",,,,,,,
"淅","U+6DC5","석",,,,,,,
"淆","U+6DC6","효",,,,,,,
"淇","U+6DC7","기",,,,,,,
"淈","U+6DC8","굴","홀",,,,,,
"淉","U+6DC9","과","관",,,,,,
"淊","U+6DCA","함",,,,,,,
"淋","U+6DCB","림","임",,,,,,
"淌","U+6DCC","창",,,,,,,
"淍","U+6DCD","주",,,,,,,
"淎","U+6DCE","봉",,,,,,,
"淏","U+6DCF","호",,,,,,,
"淐","U+6DD0","창",,,,,,,
"淑","U+6DD1","숙",,,,,,,
"淒","U+6DD2","처","천",,,,,,
"淓","U+6DD3","방",,,,,,,
"淔","U+6DD4","칙",,,,,,,
"淕","U+6DD5","륙","육",,,,,,
"淖","U+6DD6","뇨","요",,,,,,
"淗","U+6DD7","국",,,,,,,
"淘","U+6DD8","도",,,,,,,
"淙","U+6DD9","종","장",,,,,,
"淚","U+6DDA","루","누",,,,,,
"淛","U+6DDB","제",,,,,,,
"淜","U+6DDC","빙",,,,,,,
"淝","U+6DDD","비",,,,,,,
"淞","U+6DDE","송",,,,,,,
"淟","U+6DDF","전",,,,,,,
"淠","U+6DE0","비",,,,,,,
"淡","U+6DE1","담",,,,,,,
"淢","U+6DE2","역","혁",,,,,,
"淣","U+6DE3","예",,,,,,,
"淤","U+6DE4","어",,,,,,,
"淥","U+6DE5","록","녹",,,,,,
"淦","U+6DE6","감",,,,,,,
"淧","U+6DE7","밀",,,,,,,
"淨","U+6DE8","정",,,,,,,
"淩","U+6DE9","릉","능",,,,,,
"淪","U+6DEA","륜","윤",,,,,,
"淫","U+6DEB","음",,,,,,,
"淬","U+6DEC","쉬",,,,,,,
"淭","U+6DED","거",,,,,,,
"淮","U+6DEE","회",,,,,,,
"淯","U+6DEF","육",,,,,,,
"淰","U+6DF0","심","념","념",,,,,
"深","U+6DF1","심",,,,,,,
"淲","U+6DF2","표","호",,,,,,
"淳","U+6DF3","순",,,,,,,
"淴","U+6DF4","올","홀",,,,,,
"淵","U+6DF5","연",,,,,,,
"淶","U+6DF6","래","내",,,,,,
"混","U+6DF7","혼",,,,,,,
"淸","U+6DF8","청",,,,,,,
"淹","U+6DF9","엄",,,,,,,
"淺","U+6DFA","천",,,,,,,
"添","U+6DFB","첨",,,,,,,
"淼","U+6DFC","묘",,,,,,,
"淽","U+6DFD","지",,,,,,,
"淾","U+6DFE","음",,,,,,,
"淿","U+6DFF","멱",,,,,,,
"渀","U+6E00","분",,,,,,,
"渁","U+6E01","연",,,,,,,
"渂","U+6E02","문",,,,,,,
"渃","U+6E03","약",,,,,,,
"渄","U+6E04","비",,,,,,,
"清","U+6E05","청",,,,,,,
"渆","U+6E06","연",,,,,,,
"渇","U+6E07","갈",,,,,,,
"済","U+6E08","제",,,,,,,
"渉","U+6E09","섭",,,,,,,
"渊","U+6E0A","연",,,,,,,
"渋","U+6E0B","섭",,,,,,,
"渌","U+6E0C","록","녹",,,,,,
"渍","U+6E0D","지",,,,,,,
"渎","U+6E0E","독",,,,,,,
"渏","U+6E0F","기",,,,,,,
"渐","U+6E10","점",,,,,,,
"渑","U+6E11","민","면","승",,,,,
"渒","U+6E12","비",,,,,,,
"渓","U+6E13","계",,,,,,,
"渔","U+6E14","어",,,,,,,
"渕","U+6E15","연",,,,,,,
"渖","U+6E16","심",,,,,,,
"渗","U+6E17","삼",,,,,,,
"渘","U+6E18","유",,,,,,,
"渙","U+6E19","환",,,,,,,
"渚","U+6E1A","저",,,,,,,
"減","U+6E1B","감",,,,,,,
"渜","U+6E1C","난",,,,,,,
"渝","U+6E1D","투",,,,,,,
"渞","U+6E1E","추",,,,,,,
"渟","U+6E1F","정",,,,,,,
"渠","U+6E20","거",,,,,,,
"渡","U+6E21","도",,,,,,,
"渢","U+6E22","풍","범",,,,,,
"渣","U+6E23","사",,,,,,,
"渤","U+6E24","발",,,,,,,
"渥","U+6E25","악",,,,,,,
"渦","U+6E26","와",,,,,,,
"渧","U+6E27","제",,,,,,,
"渨","U+6E28","외",,,,,,,
"温","U+6E29","온",,,,,,,
"渪","U+6E2A","유",,,,,,,
"渫","U+6E2B","설","접",,,,,,
"測","U+6E2C","측",,,,,,,
"渭","U+6E2D","위",,,,,,,
"渮","U+6E2E","가",,,,,,,
"港","U+6E2F","항",,,,,,,
"渰","U+6E30","엄",,,,,,,
"渱","U+6E31","홍",,,,,,,
"渲","U+6E32","선",,,,,,,
"渳","U+6E33","미",,,,,,,
"渴","U+6E34","갈","걸",,,,,,
"渵","U+6E35","묘",,,,,,,
"渶","U+6E36","영",,,,,,,
"渷","U+6E37","연",,,,,,,
"游","U+6E38","유",,,,,,,
"渹","U+6E39","굉",,,,,,,
"渺","U+6E3A","묘",,,,,,,
"渻","U+6E3B","성",,,,,,,
"渼","U+6E3C","미",,,,,,,
"渽","U+6E3D","재",,,,,,,
"渾","U+6E3E","혼",,,,,,,
"渿","U+6E3F","내",,,,,,,
"湀","U+6E40","규",,,,,,,
"湁","U+6E41","립","입",,,,,,
"湂","U+6E42","악",,,,,,,
"湃","U+6E43","배",,,,,,,
"湄","U+6E44","미",,,,,,,
"湅","U+6E45","련","연",,,,,,
"湆","U+6E46","읍",,,,,,,
"湇","U+6E47","읍",,,,,,,
"湈","U+6E48","매",,,,,,,
"湉","U+6E49","첨",,,,,,,
"湊","U+6E4A","주",,,,,,,
"湋","U+6E4B","위",,,,,,,
"湌","U+6E4C","찬",,,,,,,
"湍","U+6E4D","단",,,,,,,
"湎","U+6E4E","면",,,,,,,
"湏","U+6E4F","회","매",,,,,,
"湐","U+6E50","백",,,,,,,
"湑","U+6E51","서",,,,,,,
"湒","U+6E52","즙","집",,,,,,
"湓","U+6E53","분",,,,,,,
"湔","U+6E54","전",,,,,,,
"湕","U+6E55","건",,,,,,,
"湖","U+6E56","호",,,,,,,
"湗","U+6E57","봉",,,,,,,
"湘","U+6E58","상",,,,,,,
"湙","U+6E59","역",,,,,,,
"湚","U+6E5A","인",,,,,,,
"湛","U+6E5B","담",,,,,,,
"湜","U+6E5C","식",,,,,,,
"湝","U+6E5D","개","해",,,,,,
"湞","U+6E5E","정",,,,,,,
"湟","U+6E5F","황",,,,,,,
"湠","U+6E60","탄",,,,,,,
"湡","U+6E61","우",,,,,,,
"湢","U+6E62","벽",,,,,,,
"湣","U+6E63","혼","민",,,,,,
"湤","U+6E64","시",,,,,,,
"湥","U+6E65","돌",,,,,,,
"湦","U+6E66","생",,,,,,,
"湧","U+6E67","용",,,,,,,
"湨","U+6E68","격",,,,,,,
"湩","U+6E69","동",,,,,,,
"湪","U+6E6A","난",,,,,,,
"湫","U+6E6B","추",,,,,,,
"湬","U+6E6C","추",,,,,,,
"湭","U+6E6D","추",,,,,,,
"湮","U+6E6E","인",,,,,,,
"湯","U+6E6F","탕",,,,,,,
"湰","U+6E70","륭","융",,,,,,
"湱","U+6E71","획",,,,,,,
"湲","U+6E72","원",,,,,,,
"湳","U+6E73","남",,,,,,,
"湴","U+6E74","품",,,,,,,
"湵","U+6E75","유",,,,,,,
"湶","U+6E76","천",,,,,,,
"湷","U+6E77","춘",,,,,,,
"湸","U+6E78","량","양",,,,,,
"湹","U+6E79","전",,,,,,,
"湺","U+6E7A","보",,,,,,,
"湻","U+6E7B","순",,,,,,,
"湼","U+6E7C","녈","열","날","알",,,,
"湽","U+6E7D","치",,,,,,,
"湾","U+6E7E","만",,,,,,,
"湿","U+6E7F","습",,,,,,,
"満","U+6E80","만",,,,,,,
"溁","U+6E81","영",,,,,,,
"溂","U+6E82","랄","날",,,,,,
"溃","U+6E83","궤",,,,,,,
"溄","U+6E84","봉",,,,,,,
"溅","U+6E85","천",,,,,,,
"溆","U+6E86","서",,,,,,,
"溇","U+6E87","루","누",,,,,,
"溈","U+6E88","위",,,,,,,
"溉","U+6E89","개",,,,,,,
"溊","U+6E8A","가",,,,,,,
"溋","U+6E8B","영",,,,,,,
"溌","U+6E8C","규",,,,,,,
"溍","U+6E8D","진",,,,,,,
"溎","U+6E8E","연","계",,,,,,
"溏","U+6E8F","당",,,,,,,
"源","U+6E90","원",,,,,,,
"溑","U+6E91","쇄",,,,,,,
"溒","U+6E92","원",,,,,,,
"溓","U+6E93","렴","염",,,,,,
"溔","U+6E94","요",,,,,,,
"溕","U+6E95","몽",,,,,,,
"準","U+6E96","준",,,,,,,
"溗","U+6E97","승",,,,,,,
"溘","U+6E98","합",,,,,,,
"溙","U+6E99","태",,,,,,,
"溚","U+6E9A","답",,,,,,,
"溛","U+6E9B","와",,,,,,,
"溜","U+6E9C","류","유",,,,,,
"溝","U+6E9D","구",,,,,,,
"溞","U+6E9E","소",,,,,,,
"溟","U+6E9F","명",,,,,,,
"溠","U+6EA0","자",,,,,,,
"溡","U+6EA1","시",,,,,,,
"溢","U+6EA2","일",,,,,,,
"溣","U+6EA3","론","논",,,,,,
"溤","U+6EA4","마",,,,,,,
"溥","U+6EA5","부","박",,,,,,
"溦","U+6EA6","미",,,,,,,
"溧","U+6EA7","률","율",,,,,,
"溨","U+6EA8","재",,,,,,,
"溩","U+6EA9","오",,,,,,,
"溪","U+6EAA","계",,,,,,,
"溫","U+6EAB","온",,,,,,,
"溬","U+6EAC","강",,,,,,,
"溭","U+6EAD","직",,,,,,,
"溮","U+6EAE","사",,,,,,,
"溯","U+6EAF","소","삭",,,,,,
"溰","U+6EB0","기",,,,,,,
"溱","U+6EB1","진",,,,,,,
"溲","U+6EB2","수",,,,,,,
"溳","U+6EB3","운",,,,,,,
"溴","U+6EB4","추",,,,,,,
"溵","U+6EB5","은",,,,,,,
"溶","U+6EB6","용",,,,,,,
"溷","U+6EB7","혼",,,,,,,
"溸","U+6EB8","소",,,,,,,
"溹","U+6EB9","색",,,,,,,
"溺","U+6EBA","닉","익",,,,,,
"溻","U+6EBB","탑",,,,,,,
"溼","U+6EBC","습",,,,,,,
"溽","U+6EBD","욕",,,,,,,
"溾","U+6EBE","외",,,,,,,
"溿","U+6EBF","반",,,,,,,
"滀","U+6EC0","축",,,,,,,
"滁","U+6EC1","저",,,,,,,
"滂","U+6EC2","방",,,,,,,
"滃","U+6EC3","옹",,,,,,,
"滄","U+6EC4","창",,,,,,,
"滅","U+6EC5","멸",,,,,,,
"滆","U+6EC6","격","혁",,,,,,
"滇","U+6EC7","전",,,,,,,
"滈","U+6EC8","호",,,,,,,
"滉","U+6EC9","황",,,,,,,
"滊","U+6ECA","헐","기",,,,,,
"滋","U+6ECB","자",,,,,,,
"滌","U+6ECC","척",,,,,,,
"滍","U+6ECD","치",,,,,,,
"滎","U+6ECE","형",,,,,,,
"滏","U+6ECF","부",,,,,,,
"滐","U+6ED0","걸",,,,,,,
"滑","U+6ED1","활","골",,,,,,
"滒","U+6ED2","가",,,,,,,
"滓","U+6ED3","재",,,,,,,
"滔","U+6ED4","도",,,,,,,
"滕","U+6ED5","등",,,,,,,
"滖","U+6ED6","수",,,,,,,
"滗","U+6ED7","필",,,,,,,
"滘","U+6ED8","공",,,,,,,
"滙","U+6ED9","회",,,,,,,
"滚","U+6EDA","곤",,,,,,,
"滛","U+6EDB","제",,,,,,,
"滜","U+6EDC","고",,,,,,,
"滝","U+6EDD","롱","농","상","랑",,,,
"滞","U+6EDE","체",,,,,,,
"滟","U+6EDF","염",,,,,,,
"滠","U+6EE0","섭",,,,,,,
"满","U+6EE1","만",,,,,,,
"滢","U+6EE2","형",,,,,,,
"滣","U+6EE3","순",,,,,,,
"滤","U+6EE4","려","여",,,,,,
"滥","U+6EE5","람","남",,,,,,
"滦","U+6EE6","란","난",,,,,,
"滧","U+6EE7","효",,,,,,,
"滨","U+6EE8","빈",,,,,,,
"滩","U+6EE9","탄",,,,,,,
"滪","U+6EEA","여",,,,,,,
"滫","U+6EEB","수",,,,,,,
"滬","U+6EEC","호",,,,,,,
"滭","U+6EED","필",,,,,,,
"滮","U+6EEE","표",,,,,,,
"滯","U+6EEF","체",,,,,,,
"滰","U+6EF0","경","강",,,,,,
"滱","U+6EF1","구",,,,,,,
"滲","U+6EF2","삼",,,,,,,
"滳","U+6EF3","상",,,,,,,
"滴","U+6EF4","적",,,,,,,
"滵","U+6EF5","밀",,,,,,,
"滶","U+6EF6","오",,,,,,,
"滷","U+6EF7","로","노",,,,,,
"滸","U+6EF8","호",,,,,,,
"滹","U+6EF9","호",,,,,,,
"滺","U+6EFA","유",,,,,,,
"滻","U+6EFB","산",,,,,,,
"滼","U+6EFC","범",,,,,,,
"滽","U+6EFD","용",,,,,,,
"滾","U+6EFE","곤",,,,,,,
"滿","U+6EFF","만",,,,,,,
"漀","U+6F00","경",,,,,,,
"漁","U+6F01","어",,,,,,,
"漂","U+6F02","표",,,,,,,
"漃","U+6F03","적",,,,,,,
"漄","U+6F04","애",,,,,,,
"漅","U+6F05","소",,,,,,,
"漆","U+6F06","칠",,,,,,,
"漇","U+6F07","사",,,,,,,
"漈","U+6F08","제",,,,,,,
"漉","U+6F09","록","녹",,,,,,
"漊","U+6F0A","루","누",,,,,,
"漋","U+6F0B","융",,,,,,,
"漌","U+6F0C","근",,,,,,,
"漍","U+6F0D","괵",,,,,,,
"漎","U+6F0E","총",,,,,,,
"漏","U+6F0F","루","누",,,,,,
"漐","U+6F10","칩",,,,,,,
"漑","U+6F11","개",,,,,,,
"漒","U+6F12","강",,,,,,,
"漓","U+6F13","리","이",,,,,,
"演","U+6F14","연",,,,,,,
"漕","U+6F15","조",,,,,,,
"漖","U+6F16","교",,,,,,,
"漗","U+6F17","총",,,,,,,
"漘","U+6F18","순",,,,,,,
"漙","U+6F19","단",,,,,,,
"漚","U+6F1A","구",,,,,,,
"漛","U+6F1B","등",,,,,,,
"漜","U+6F1C","야",,,,,,,
"漝","U+6F1D","습",,,,,,,
"漞","U+6F1E","멱",,,,,,,
"漟","U+6F1F","당",,,,,,,
"漠","U+6F20","막",,,,,,,
"漡","U+6F21","상",,,,,,,
"漢","U+6F22","한",,,,,,,
"漣","U+6F23","련","연",,,,,,
"漤","U+6F24","람","남",,,,,,
"漥","U+6F25","와",,,,,,,
"漦","U+6F26","시",,,,,,,
"漧","U+6F27","건",,,,,,,
"漨","U+6F28","봉",,,,,,,
"漩","U+6F29","선",,,,,,,
"漪","U+6F2A","의",,,,,,,
"漫","U+6F2B","만",,,,,,,
"漬","U+6F2C","지",,,,,,,
"漭","U+6F2D","망",,,,,,,
"漮","U+6F2E","강",,,,,,,
"漯","U+6F2F","탑",,,,,,,
"漰","U+6F30","붕",,,,,,,
"漱","U+6F31","수",,,,,,,
"漲","U+6F32","창",,,,,,,
"漳","U+6F33","장",,,,,,,
"漴","U+6F34","충","종",,,,,,
"漵","U+6F35","서",,,,,,,
"漶","U+6F36","환",,,,,,,
"漷","U+6F37","곽","획",,,,,,
"漸","U+6F38","점",,,,,,,
"漹","U+6F39","언",,,,,,,
"漺","U+6F3A","상",,,,,,,
"漻","U+6F3B","류","유","료","요",,,,
"漼","U+6F3C","최",,,,,,,
"漽","U+6F3D","제",,,,,,,
"漾","U+6F3E","양",,,,,,,
"漿","U+6F3F","장",,,,,,,
"潀","U+6F40","종",,,,,,,
"潁","U+6F41","영",,,,,,,
"潂","U+6F42","홍",,,,,,,
"潃","U+6F43","순",,,,,,,
"潄","U+6F44","수",,,,,,,
"潅","U+6F45","관",,,,,,,
"潆","U+6F46","형",,,,,,,
"潇","U+6F47","소",,,,,,,
"潈","U+6F48","종","총",,,,,,
"潉","U+6F49","곤",,,,,,,
"潊","U+6F4A","서",,,,,,,
"潋","U+6F4B","렴","염",,,,,,
"潌","U+6F4C","질",,,,,,,
"潍","U+6F4D","유",,,,,,,
"潎","U+6F4E","별",,,,,,,
"潏","U+6F4F","휼","율","술",,,,,
"潐","U+6F50","초",,,,,,,
"潑","U+6F51","발",,,,,,,
"潒","U+6F52","상",,,,,,,
"潓","U+6F53","혜",,,,,,,
"潔","U+6F54","결",,,,,,,
"潕","U+6F55","무",,,,,,,
"潖","U+6F56","파",,,,,,,
"潗","U+6F57","집",,,,,,,
"潘","U+6F58","반",,,,,,,
"潙","U+6F59","위","규",,,,,,
"潚","U+6F5A","숙","축",,,,,,
"潛","U+6F5B","잠",,,,,,,
"潜","U+6F5C","잠",,,,,,,
"潝","U+6F5D","흡",,,,,,,
"潞","U+6F5E","로","노",,,,,,
"潟","U+6F5F","석",,,,,,,
"潠","U+6F60","손",,,,,,,
"潡","U+6F61","돈",,,,,,,
"潢","U+6F62","황",,,,,,,
"潣","U+6F63","민",,,,,,,
"潤","U+6F64","윤",,,,,,,
"潥","U+6F65","속",,,,,,,
"潦","U+6F66","로","노",,,,,,
"潧","U+6F67","증",,,,,,,
"潨","U+6F68","총",,,,,,,
"潩","U+6F69","이",,,,,,,
"潪","U+6F6A","지","적",,,,,,
"潫","U+6F6B","만",,,,,,,
"潬","U+6F6C","단",,,,,,,
"潭","U+6F6D","담",,,,,,,
"潮","U+6F6E","조",,,,,,,
"潯","U+6F6F","심",,,,,,,
"潰","U+6F70","궤",,,,,,,
"潱","U+6F71","열",,,,,,,
"潲","U+6F72","소",,,,,,,
"潳","U+6F73","도",,,,,,,
"潴","U+6F74","저",,,,,,,
"潵","U+6F75","산",,,,,,,
"潶","U+6F76","흑",,,,,,,
"潷","U+6F77","필",,,,,,,
"潸","U+6F78","산",,,,,,,
"潹","U+6F79","잔",,,,,,,
"潺","U+6F7A","잔",,,,,,,
"潻","U+6F7B","서",,,,,,,
"潼","U+6F7C","동",,,,,,,
"潽","U+6F7D","보",,,,,,,
"潾","U+6F7E","린","인",,,,,,
"潿","U+6F7F","위",,,,,,,
"澀","U+6F80","삽",,,,,,,
"澁","U+6F81","삽",,,,,,,
"澂","U+6F82","징",,,,,,,
"澃","U+6F83","경",,,,,,,
"澄","U+6F84","징",,,,,,,
"澅","U+6F85","홰",,,,,,,
"澆","U+6F86","요",,,,,,,
"澇","U+6F87","로","노",,,,,,
"澈","U+6F88","철",,,,,,,
"澉","U+6F89","감",,,,,,,
"澊","U+6F8A","존",,,,,,,
"澋","U+6F8B","횡",,,,,,,
"澌","U+6F8C","시","서",,,,,,
"澍","U+6F8D","주",,,,,,,
"澎","U+6F8E","팽",,,,,,,
"澏","U+6F8F","함",,,,,,,
"澐","U+6F90","운",,,,,,,
"澑","U+6F91","류","유",,,,,,
"澒","U+6F92","홍",,,,,,,
"澓","U+6F93","복",,,,,,,
"澔","U+6F94","호",,,,,,,
"澕","U+6F95","화",,,,,,,
"澖","U+6F96","한",,,,,,,
"澗","U+6F97","간",,,,,,,
"澘","U+6F98","산",,,,,,,
"澙","U+6F99","석",,,,,,,
"澚","U+6F9A","오","욱",,,,,,
"澛","U+6F9B","로","노",,,,,,
"澜","U+6F9C","란","난",,,,,,
"澝","U+6F9D","녕","영",,,,,,
"澞","U+6F9E","우",,,,,,,
"澟","U+6F9F","름","늠",,,,,,
"澠","U+6FA0","민","면","승",,,,,
"澡","U+6FA1","조",,,,,,,
"澢","U+6FA2","당",,,,,,,
"澣","U+6FA3","한",,,,,,,
"澤","U+6FA4","택",,,,,,,
"澥","U+6FA5","해",,,,,,,
"澦","U+6FA6","여",,,,,,,
"澧","U+6FA7","례","예",,,,,,
"澨","U+6FA8","서",,,,,,,
"澩","U+6FA9","학",,,,,,,
"澪","U+6FAA","령","영",,,,,,
"澫","U+6FAB","만",,,,,,,
"澬","U+6FAC","자",,,,,,,
"澭","U+6FAD","옹",,,,,,,
"澮","U+6FAE","회",,,,,,,
"澯","U+6FAF","찬",,,,,,,
"澰","U+6FB0","렴","염",,,,,,
"澱","U+6FB1","전",,,,,,,
"澲","U+6FB2","업",,,,,,,
"澳","U+6FB3","오","욱",,,,,,
"澴","U+6FB4","환",,,,,,,
"澵","U+6FB5","친",,,,,,,
"澶","U+6FB6","단","전",,,,,,
"澷","U+6FB7","만",,,,,,,
"澸","U+6FB8","담",,,,,,,
"澹","U+6FB9","담",,,,,,,
"澺","U+6FBA","억",,,,,,,
"澻","U+6FBB","수",,,,,,,
"澼","U+6FBC","벽",,,,,,,
"澽","U+6FBD","거",,,,,,,
"澾","U+6FBE","달",,,,,,,
"澿","U+6FBF","금",,,,,,,
"激","U+6FC0","격",,,,,,,
"濁","U+6FC1","탁",,,,,,,
"濂","U+6FC2","렴","염",,,,,,
"濃","U+6FC3","농",,,,,,,
"濄","U+6FC4","과","와",,,,,,
"濅","U+6FC5","침",,,,,,,
"濆","U+6FC6","분",,,,,,,
"濇","U+6FC7","색",,,,,,,
"濈","U+6FC8","즙",,,,,,,
"濉","U+6FC9","수",,,,,,,
"濊","U+6FCA","예","회","활",,,,,
"濋","U+6FCB","초",,,,,,,
"濌","U+6FCC","답",,,,,,,
"濍","U+6FCD","총",,,,,,,
"濎","U+6FCE","정",,,,,,,
"濏","U+6FCF","슬",,,,,,,
"濐","U+6FD0","저",,,,,,,
"濑","U+6FD1","뢰","뇌",,,,,,
"濒","U+6FD2","빈",,,,,,,
"濓","U+6FD3","렴","염",,,,,,
"濔","U+6FD4","니","이","미",,,,,
"濕","U+6FD5","습",,,,,,,
"濖","U+6FD6","서",,,,,,,
"濗","U+6FD7","멱",,,,,,,
"濘","U+6FD8","녕","영",,,,,,
"濙","U+6FD9","형",,,,,,,
"濚","U+6FDA","영",,,,,,,
"濛","U+6FDB","몽",,,,,,,
"濜","U+6FDC","진",,,,,,,
"濝","U+6FDD","기",,,,,,,
"濞","U+6FDE","비",,,,,,,
"濟","U+6FDF","제",,,,,,,
"濠","U+6FE0","호",,,,,,,
"濡","U+6FE1","유",,,,,,,
"濢","U+6FE2","취",,,,,,,
"濣","U+6FE3","알",,,,,,,
"濤","U+6FE4","도",,,,,,,
"濥","U+6FE5","인",,,,,,,
"濦","U+6FE6","은",,,,,,,
"濧","U+6FE7","대",,,,,,,
"濨","U+6FE8","자",,,,,,,
"濩","U+6FE9","호","확",,,,,,
"濪","U+6FEA","정",,,,,,,
"濫","U+6FEB","람","남",,,,,,
"濬","U+6FEC","준",,,,,,,
"濭","U+6FED","애","갑",,,,,,
"濮","U+6FEE","복",,,,,,,
"濯","U+6FEF","탁",,,,,,,
"濰","U+6FF0","유",,,,,,,
"濱","U+6FF1","빈",,,,,,,
"濲","U+6FF2","곡",,,,,,,
"濳","U+6FF3","잠",,,,,,,
"濴","U+6FF4","영",,,,,,,
"濵","U+6FF5","빈",,,,,,,
"濶","U+6FF6","활",,,,,,,
"濷","U+6FF7","비","불",,,,,,
"濸","U+6FF8","창",,,,,,,
"濹","U+6FF9","묵",,,,,,,
"濺","U+6FFA","천","찬",,,,,,
"濻","U+6FFB","유",,,,,,,
"濼","U+6FFC","락","낙","박","록","녹",,,
"濽","U+6FFD","련","연",,,,,,
"濾","U+6FFE","려","여",,,,,,
"濿","U+6FFF","례","예",,,,,,
"瀀","U+7000","우",,,,,,,
"瀁","U+7001","양",,,,,,,
"瀂","U+7002","로","노",,,,,,
"瀃","U+7003","사",,,,,,,
"瀄","U+7004","즐",,,,,,,
"瀅","U+7005","형",,,,,,,
"瀆","U+7006","독",,,,,,,
"瀇","U+7007","왕",,,,,,,
"瀈","U+7008","휘",,,,,,,
"瀉","U+7009","사",,,,,,,
"瀊","U+700A","반",,,,,,,
"瀋","U+700B","심",,,,,,,
"瀌","U+700C","표",,,,,,,
"瀍","U+700D","전",,,,,,,
"瀎","U+700E","말","멸",,,,,,
"瀏","U+700F","류","유",,,,,,
"瀐","U+7010","첨",,,,,,,
"瀑","U+7011","폭","포",,,,,,
"瀒","U+7012","색",,,,,,,
"瀓","U+7013","징",,,,,,,
"瀔","U+7014","곡",,,,,,,
"瀕","U+7015","빈",,,,,,,
"瀖","U+7016","곽",,,,,,,
"瀗","U+7017","헌",,,,,,,
"瀘","U+7018","로","노",,,,,,
"瀙","U+7019","친",,,,,,,
"瀚","U+701A","한",,,,,,,
"瀛","U+701B","영",,,,,,,
"瀜","U+701C","융",,,,,,,
"瀝","U+701D","력","역",,,,,,
"瀞","U+701E","정",,,,,,,
"瀟","U+701F","소",,,,,,,
"瀠","U+7020","형",,,,,,,
"瀡","U+7021","수",,,,,,,
"瀢","U+7022","유","대",,,,,,
"瀣","U+7023","해",,,,,,,
"瀤","U+7024","회",,,,,,,
"瀥","U+7025","호",,,,,,,
"瀦","U+7026","저",,,,,,,
"瀧","U+7027","롱","농","상","랑","낭",,,
"瀨","U+7028","뢰","뇌",,,,,,
"瀩","U+7029","대",,,,,,,
"瀪","U+702A","번",,,,,,,
"瀫","U+702B","곡",,,,,,,
"瀬","U+702C","뢰","뇌",,,,,,
"瀭","U+702D","수",,,,,,,
"瀮","U+702E","림","임",,,,,,
"瀯","U+702F","영",,,,,,,
"瀰","U+7030","미",,,,,,,
"瀱","U+7031","계",,,,,,,
"瀲","U+7032","렴","염",,,,,,
"瀳","U+7033","천",,,,,,,
"瀴","U+7034","영",,,,,,,
"瀵","U+7035","분",,,,,,,
"瀶","U+7036","림","임",,,,,,
"瀷","U+7037","익",,,,,,,
"瀸","U+7038","첨",,,,,,,
"瀹","U+7039","약",,,,,,,
"瀺","U+703A","참",,,,,,,
"瀻","U+703B","대",,,,,,,
"瀼","U+703C","양","낭",,,,,,
"瀽","U+703D","건",,,,,,,
"瀾","U+703E","란","난",,,,,,
"瀿","U+703F","번",,,,,,,
"灀","U+7040","상",,,,,,,
"灁","U+7041","연",,,,,,,
"灂","U+7042","작","조","색",,,,,
"灃","U+7043","풍",,,,,,,
"灄","U+7044","섭",,,,,,,
"灅","U+7045","류","유",,,,,,
"灆","U+7046","람","남",,,,,,
"灇","U+7047","총",,,,,,,
"灈","U+7048","구",,,,,,,
"灉","U+7049","옹",,,,,,,
"灊","U+704A","첨","심",,,,,,
"灋","U+704B","법",,,,,,,
"灌","U+704C","관",,,,,,,
"灍","U+704D","궐",,,,,,,
"灎","U+704E","염",,,,,,,
"灏","U+704F","호",,,,,,,
"灐","U+7050","형",,,,,,,
"灑","U+7051","쇄",,,,,,,
"灒","U+7052","찬",,,,,,,
"灓","U+7053","란","난",,,,,,
"灔","U+7054","염",,,,,,,
"灕","U+7055","라","나",,,,,,
"灖","U+7056","미",,,,,,,
"灗","U+7057","선",,,,,,,
"灘","U+7058","탄",,,,,,,
"灙","U+7059","당",,,,,,,
"灚","U+705A","교",,,,,,,
"灛","U+705B","천",,,,,,,
"灜","U+705C","영",,,,,,,
"灝","U+705D","호",,,,,,,
"灞","U+705E","파",,,,,,,
"灟","U+705F","촉",,,,,,,
"灠","U+7060","람","남",,,,,,
"灡","U+7061","란","난",,,,,,
"灢","U+7062","낭",,,,,,,
"灣","U+7063","만",,,,,,,
"灤","U+7064","란","난",,,,,,
"灥","U+7065","천","전","순",,,,,
"灦","U+7066","현",,,,,,,
"灧","U+7067","염",,,,,,,
"灨","U+7068","공","감",,,,,,
"灩","U+7069","염",,,,,,,
